"ParticipantID","western_female","eastern_female","female_pick","gender_feedback","western_participant","eastern_participant","higher_incentive","Chinese_female","SouthKorean_female","Italian_female","German_female","is_chinese_participant","is_korean_participant","is_italian_participant","is_german_participant","gender_male","race_white","age","country","cond","Q33_1","Q33_2","Q33_3","Q33_4","Q33_5","Q33_6","Q33_7","Q33_8","Q33_9","Q33_10","Q33_11","Q33_12","Q33_13","Q33_14","Q33_15","Q33_16","Q33_17","Q33_18","Q33_19","Q33_20","Q33_21","Q33_22","Q33_23","Q33_24","Professor1","Professor2","Professor3","Professor4","Professor5","Professor6","Professor7","Professor8","Professor9","Professor10","Professor11","Professor12","Professor13","Professor14","Professor15","Professor16","Professor17","Professor18","Professor19","Professor20","Professor21","Professor22","Professor23","Professor24","P_gender_unrecognized"
920,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,38,"Italy","treat","Female","Male","Male","Unknown","Male","Female","Unknown","Male","Male","Unknown","Male","Male","Female","Male","Female","Female","Male","Unknown","Unknown","Unknown","Male","Female","Unknown","Male","Sung-hee","Ning","Lionello","Bong-ho","Ludger","Ky-chun","Canfa","Roberto","Claus-Peter","Xuetao","Ping","Gontard","Dora","Ferdinando","Kwang-je","Bettine","Ciro","In-jin","Jinghua","Longjin","Gernulf","Choong-soo","Udo","Luis",0.291666666666667
921,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,38,"Italy","control","Female","Unknown","Male","Unknown","Unknown","Unknown","Male","Male","Male","Male","Unknown","Unknown","Unknown","Male","Unknown","Male","Unknown","Unknown","Unknown","Male","Female","Male","Unknown","Unknown","Melanie","Wedig","Renato","Ping","Weilie","Baek-in","Sung-chul","Kil-nam","Ciro","Ferdinando","Longjin","Canfa","In-ho","Bong-ho","In-jin","Dino","Xuetao","Gontard","Job-Gunter","Demetrio","Alma","Jan","Yunhui","Gernulf",0.541666666666667
922,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,38,"Italy","control","Female","Male","Female","Male","Male","Male","Female","Male","Unknown","Male","Male","Male","Male","Female","Male","Male","Unknown","Female","Unknown","Male","Male","Male","Male","Unknown","Xinyuan","Longjin","Jinghua","Shenggen","Engelbert","Dino","Augusta","Ciro","Hwa-jin","Choong-soo","Roberto","Jan","Ludger","Heike","Sung-chul","Bong-ho","Wedig","Xuhua","Ning","Jong-sei","Ditmar","Luis","Renato","Ky-chun",0.166666666666667
923,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,38,"Italy","control","Male","Unknown","Male","Unknown","Unknown","Unknown","Unknown","Unknown","Male","Female","Unknown","Unknown","Male","Male","Unknown","Unknown","Unknown","Male","Unknown","Unknown","Male","Male","Unknown","Male","Ditmar","Junliang","Engelbert","Longjin","Li","Ping","Baek-in","Kil-nam","Ciro","Mechtild","Anty","Xuetao","Lionello","Sung-hee","Gontard","Kwang-je","Jong-sei","Jan","Wedig","Bong-ho","Lino","Gerardo","Weilie","Renato",0.583333333333333
924,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,41,"Italy","treat","Unknown","Female","Male","Male","Female","Male","Male","Male","Male","Male","Male","Female","Female","Male","Male","Male","Male","Female","Male","Male","Male","Female","Male","Female","Ludger","Bong-ho","Jong-sei","Jinghua","Canfa","Yunhui","Claus-Peter","Sung-chul","Lino","Bok-ryeo","Wedig","Trude","Kil-nam","Gerardo","Ping","Ciro","Longjin","Eugenia","Ferdinando","Roberto","Ditmar","Xuhua","Baek-in","Udo",0.0416666666666667
925,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,45,"Italy","treat","Unknown","Male","Unknown","Male","Unknown","Unknown","Unknown","Unknown","Female","Unknown","Male","Male","Male","Male","Unknown","Unknown","Unknown","Unknown","Male","Male","Male","Unknown","Unknown","Male","Sung-chul","Ludger","In-jin","Job-Gunter","Yinhe","Bok-ryeo","Choong-soo","Anty","Ana","Bong-ho","Lionello","Udo","Dino","Lino","Jinghua","Kwang-je","Shenggen","Ping","Ditmar","Claus-Peter","Luis","Xinyuan","Xuetao","Gerardo",0.541666666666667
926,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,20,"Italy","treat","Female","Male","Male","Unknown","Male","Male","Unknown","Male","Female","Unknown","Female","Male","Unknown","Unknown","Male","Female","Male","Unknown","Male","Unknown","Male","Female","Female","Male","Zhizhen","Luis","Roberto","Kil-nam","Udo","Dino","Yong-pil","Longjin","Canfa","Shenggen","Xuetao","Ciro","Kwang-je","Xuhua","Claus-Peter","Lucetta","Kyongae","Wedig","Engelbert","Baek-in","Gernulf","In-jin","Bettine","Ferdinando",0.291666666666667
927,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,28,"Italy","treat","Male","Female","Female","Male","Female","Male","Male","Male","Male","Female","Female","Male","Male","Male","Male","Female","Male","Female","Male","Female","Male","Male","Male","Male","Job-Gunter","Canfa","Kil-nam","Choong-soo","Miaoqing","Lionello","Longjin","Demetrio","Shenggen","Lucetta","Kyongae","Xuhua","Weilie","Wedig","Ciro","Ditmar","Renato","Jan","Trude","Sung-chul","Baek-in","Ferdinando","Gernulf","In-jin",0
928,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,24,"Italy","control","Female","Male","Female","Male","Male","Female","Female","Male","Female","Male","Unknown","Male","Female","Male","Male","Male","Unknown","Unknown","Male","Male","Unknown","Male","Male","Male","Ditmar","Lino","Kwang-je","Luis","Longjin","Weilie","Xuhua","Claus-Peter","Maria","Lionello","Mechtild","Bok-ryeo","Ping","Yong-pil","Roberto","Kil-nam","Yunhui","Gernulf","Sung-chul","Demetrio","Bong-ho","Xuetao","Ludger","Jan",0.166666666666667
929,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,36,"Italy","treat","Male","Male","Unknown","Unknown","Unknown","Male","Unknown","Unknown","Male","Unknown","Unknown","Male","Female","Unknown","Female","Unknown","Unknown","Male","Male","Unknown","Male","Unknown","Male","Male","Dino","Demetrio","Yong-pil","Bong-ho","Kwang-je","Renato","In-jin","Shenggen","Lino","Ping","Xinyuan","Udo","Eugenia","Bok-ryeo","Ana","Junliang","Choong-soo","Claus-Peter","Gerardo","Xiaoyi","Ditmar","Xuetao","Ludger","Gernulf",0.5
930,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,32,"Italy","control","Male","Male","Male","Female","Female","Male","Male","Male","Female","Female","Female","Female","Male","Male","Male","Male","Female","Male","Male","Female","Female","Male","Male","Male","Gontard","Ditmar","Xuetao","Baek-in","Xinyuan","Claus-Peter","Wedig","Lino","Weilie","Kwang-je","Ana","Bok-ryeo","Roberto","Luis","Dong","Ferdinando","Stefania","Jong-sei","Engelbert","Junliang","In-jin","Sung-chul","Ciro","Ping",0
931,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,56,"Italy","control","Female","Unknown","Unknown","Male","Female","Male","Male","Female","Unknown","Male","Unknown","Male","Unknown","Male","Unknown","Male","Male","Unknown","Male","Unknown","Unknown","Unknown","Male","Unknown","Ethel","Junliang","Kil-nam","Dino","Dora","Luis","Ciro","Weilie","Miaoqing","Gontard","Choon-mie","Udo","Ky-chun","Engelbert","Sung-chul","Demetrio","Ferdinando","Baek-in","Jan","Longjin","Jinghua","Xuhua","Wedig","Yong-pil",0.458333333333333
932,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,26,"Italy","treat","Male","Male","Unknown","Unknown","Unknown","Male","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Male","Unknown","Unknown","Male","Unknown","Male","Unknown","Male","Unknown","Male","Unknown","Female","Ky-chun","Udo","Weilie","Gontard","Canfa","Yong-pil","Heike","Xinyuan","Gernulf","Ping","Bong-ho","Ludger","Roberto","Yinhe","In-jin","Luis","Jong-sei","Gerardo","Xuhua","Renato","Ditmar","Lionello","Anty","Hwa-jin",0.625
933,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,25,"Italy","treat","Female","Male","Male","Female","Female","Unknown","Female","Male","Male","Unknown","Male","Male","Unknown","Unknown","Male","Male","Female","Male","Male","Female","Unknown","Male","Female","Unknown","Greta","Ferdinando","Dong","Sung-chul","In-jin","Xuetao","Alma","Ditmar","Demetrio","Ping","Luis","Jan","Xuhua","Xinyuan","Renato","Engelbert","Sung-hee","Gerardo","Gernulf","Kil-nam","Kwang-je","Job-Gunter","Canfa","Baek-in",0.25
934,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,27,"Italy","control","Male","Female","Male","Male","Unknown","Unknown","Unknown","Unknown","Unknown","Male","Female","Female","Male","Male","Male","Unknown","Unknown","Male","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Renato","Trude","Lino","Ciro","Gontard","Bong-ho","Canfa","Sung-chul","Xuetao","Demetrio","Yeong-hui","Lucetta","Ferdinando","Jan","Ping","Gernulf","In-jin","Longjin","Baek-in","Udo","Shenggen","Job-Gunter","Yong-pil","Xiaoyi",0.541666666666667
935,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,27,"Italy","control","Female","Male","Female","Male","Unknown","Male","Female","Unknown","Female","Unknown","Male","Female","Male","Female","Male","Male","Unknown","Male","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Baek-in","Roberto","Weilie","Ditmar","Ky-chun","Claus-Peter","Engelbert","Yong-pil","Canfa","Junliang","Udo","Gontard","Ferdinando","Renata","Demetrio","Luis","Sung-hee","Lino","Zhizhen","Jong-sei","Xuetao","Mechtild","Kwang-je","Jinghua",0.416666666666667
936,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,34,"Italy","control","Female","Male","Male","Male","Male","Male","Female","Male","Male","Female","Male","Male","Female","Male","Female","Female","Female","Male","Male","Female","Female","Male","Male","Male","Udo","Yeong-hui","Luis","Engelbert","Job-Gunter","Ferdinando","Isabel","Gernulf","Dong","Choong-soo","Renato","Baek-in","Jong-sei","Xinyuan","Shenggen","Xuhua","Ping","Jan","Kil-nam","Eugenia","Junliang","Ciro","Gerardo","Kwang-je",0
937,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,27,"Italy","control","Male","Male","Female","Female","Female","Male","Female","Female","Male","Male","Male","Unknown","Female","Male","Male","Male","Male","Male","Female","Female","Female","Male","Female","Female","Roberto","Kil-nam","Junliang","Wedig","Sung-chul","Ditmar","Yinhe","Weilie","Xinyuan","Yong-pil","Ciro","Hei-sook","Canfa","Udo","Demetrio","Renato","Gerardo","Jan","Trude","Xuhua","Choong-soo","Job-Gunter","Ky-chun","Renata",0.0416666666666667
938,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,23,"Italy","treat","Female","Unknown","Unknown","Male","Unknown","Male","Unknown","Male","Male","Male","Female","Male","Male","Female","Male","Male","Unknown","Female","Unknown","Male","Unknown","Male","Male","Unknown","Jong-sei","Baek-in","Kil-nam","Lionello","Xuetao","Claus-Peter","Canfa","Xinyuan","Dino","In-ho","Weilie","Gerardo","Engelbert","In-jin","Wedig","Ferdinando","Dong","Beatrix","Sung-chul","Ditmar","Anty","Job-Gunter","Roberto","Ping",0.333333333333333
939,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,28,"Italy","control","Male","Unknown","Unknown","Male","Male","Female","Male","Male","Female","Female","Male","Male","Male","Unknown","Unknown","Female","Female","Female","Female","Male","Male","Male","Female","Male","Roberto","Xinyuan","Kwang-je","Luis","Dong","Mariassunta","Gerardo","Claus-Peter","Choong-soo","In-ho","Dino","Ferdinando","Engelbert","Jong-sei","Weilie","Xuhua","Sung-chul","Junliang","In-jin","Gernulf","Jan","Job-Gunter","Beatrix","Ping",0.166666666666667
940,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,24,"Italy","control","Female","Male","Male","Male","Male","Male","Male","Male","Male","Female","Male","Male","Female","Male","Female","Male","Male","Male","Male","Female","Male","Male","Male","Male","Canfa","Sung-chul","Xuetao","Shenggen","Dino","Job-Gunter","Renato","Engelbert","Jan","Ethel","Zhizhen","Baek-in","Renata","Ping","Ky-chun","Yong-pil","Yeong-hui","Xinyuan","Gontard","In-jin","Ciro","Lino","Lionello","Udo",0
941,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,23,"Italy","treat","Male","Female","Male","Female","Male","Female","Female","Male","Male","Female","Female","Male","Female","Male","Male","Male","Male","Male","Female","Male","Male","Male","Male","Male","Sung-chul","Mariassunta","Kwang-je","Wenying","Renato","Xinyuan","Weilie","Ludger","Gontard","Yong-pil","Xuhua","Ky-chun","Ethel","Canfa","Jan","Lionello","Udo","Shenggen","Yeong-hui","Kil-nam","Dino","Roberto","Claus-Peter","Gerardo",0
942,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,47,"Italy","treat","Male","Unknown","Unknown","Male","Male","Unknown","Unknown","Male","Male","Male","Unknown","Female","Unknown","Unknown","Unknown","Unknown","Unknown","Male","Unknown","Unknown","Unknown","Male","Female","Unknown","Gerardo","Longjin","Ning","Dino","Lino","Gernulf","Shenggen","Udo","Claus-Peter","Job-Gunter","Choong-soo","Ana","Jinghua","Yong-pil","Ky-chun","Wedig","Xinyuan","Luis","Jong-sei","Yeong-hui","Kil-nam","Ciro","Eugenia","Xuhua",0.583333333333333
943,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,61,"Italy","treat","Unknown","Unknown","Male","Male","Male","Male","Male","Male","Female","Unknown","Unknown","Male","Unknown","Unknown","Female","Male","Male","Unknown","Female","Unknown","Male","Unknown","Unknown","Unknown","Sung-chul","In-jin","Demetrio","Gernulf","Junliang","Job-Gunter","Claus-Peter","Engelbert","Alma","Sung-hee","Xuetao","Gerardo","Dong","Longjin","Isabel","Ferdinando","Dino","Xinyuan","Jan","Jong-sei","Renato","Kwang-je","Kil-nam","Ping",0.458333333333333
944,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,27,"Italy","control","Female","Female","Male","Female","Female","Male","Male","Male","Female","Male","Male","Female","Female","Female","Male","Male","Female","Female","Female","Male","Female","Female","Male","Female","Xinyuan","Mechtild","Luis","Junliang","Yinhe","Ciro","Claus-Peter","Weilie","Shenggen","Bong-ho","Lionello","Choong-soo","Kwang-je","Lino","Ludger","Wedig","Engelbert","Stefania","Sung-chul","Ditmar","Jong-sei","Hong-nam","Roberto","Longjin",0
945,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,55,"Italy","control","Male","Male","Female","Male","Male","Female","Male","Male","Female","Female","Male","Male","Male","Male","Male","Female","Female","Male","Male","Male","Male","Male","Female","Female","Xuetao","Ludger","Heike","Demetrio","Ditmar","Kwang-je","Roberto","Weilie","Yong-pil","Ky-chun","Luis","Wedig","Ning","Bong-ho","Choon-mie","Canfa","Shenggen","Gerardo","Dino","Job-Gunter","Gontard","Xinyuan","Lucetta","Baek-in",0
946,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,30,"Italy","treat","Male","Male","Female","Female","Female","Male","Female","Male","Male","Female","Female","Female","Female","Male","Female","Female","Male","Female","Male","Female","Female","Male","Female","Male","Gerardo","Longjin","Ferdinando","In-jin","Sung-chul","Gernulf","Xuetao","Claus-Peter","Baek-in","Bong-ho","Lucetta","Yunhui","Xuhua","Job-Gunter","Hong-nam","Jan","Dino","Beatrix","Roberto","Canfa","Kwang-je","Demetrio","Weilie","Ditmar",0
947,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,45,"Italy","control","Male","Male","Male","Female","Male","Male","Male","Female","Male","Unknown","Male","Unknown","Unknown","Male","Male","Unknown","Unknown","Female","Female","Female","Female","Unknown","Male","Female","Ludger","Lino","Kil-nam","In-jin","Ky-chun","Luis","Wenying","Bong-ho","Gontard","Baek-in","Roberto","Trude","Kyongae","Gerardo","Ditmar","Xuetao","Wedig","Xuhua","Renata","Gernulf","Ping","Longjin","Lionello","Canfa",0.25
948,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,45,"Italy","treat","Male","Female","Male","Male","Unknown","Male","Male","Male","Female","Unknown","Male","Male","Male","Male","Unknown","Male","Female","Male","Male","Male","Male","Unknown","Male","Male","Ciro","Beatrix","Kwang-je","Ludger","Ping","Roberto","In-jin","Junliang","Mariassunta","Yunhui","Sung-chul","Lino","Claus-Peter","Bong-ho","Weilie","Gontard","Hwa-jin","Renato","Longjin","Xuetao","Jan","Jong-sei","Dino","Ditmar",0.166666666666667
949,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,26,"Italy","treat","Male","Male","Female","Male","Male","Female","Male","Female","Female","Male","Male","Male","Male","Female","Unknown","Unknown","Female","Male","Female","Male","Male","Male","Male","Female","Ning","Renato","Mariassunta","Claus-Peter","Udo","Ping","Lino","Jong-sei","Ana","Gontard","Lionello","Junliang","Choong-soo","Kwang-je","Xuetao","Ky-chun","Xinyuan","Ditmar","Jinghua","Luis","Sung-chul","Bok-ryeo","Ciro","Jan",0.0833333333333333
950,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,23,"Italy","treat","Male","Female","Female","Male","Male","Female","Female","Female","Male","Male","Male","Female","Male","Female","Male","Male","Male","Male","Male","Male","Male","Male","Male","Male","Kwang-je","Xuhua","Udo","Ferdinando","Junliang","Eugenia","Jinghua","Melanie","Gernulf","Ditmar","Luis","Choong-soo","Lino","Sung-hee","Engelbert","Ciro","In-jin","Demetrio","Ping","Jan","Xuetao","Dong","Yong-pil","Jong-sei",0
951,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,42,"Italy","treat","Unknown","Unknown","Male","Unknown","Unknown","Unknown","Unknown","Male","Unknown","Male","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Male","Unknown","Unknown","Unknown","Unknown","Male","Wedig","Engelbert","Ciro","Kyongae","Xuhua","Jong-sei","Bong-ho","Renato","Ky-chun","Ferdinando","Canfa","Kil-nam","Ditmar","Udo","Jan","Augusta","Choong-soo","Ping","Lino","Wenying","Mechtild","Weilie","Longjin","Luis",0.791666666666667
952,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,34,"Italy","treat","Female","Male","Male","Male","Female","Male","Male","Male","Female","Male","Male","Female","Female","Female","Male","Male","Male","Unknown","Female","Female","Unknown","Male","Male","Male","Yeong-hui","Engelbert","Ludger","Yong-pil","Xuhua","Jong-sei","Job-Gunter","Wedig","Kwang-je","Lino","Shenggen","Isabel","Baek-in","Junliang","Ferdinando","Ditmar","Luis","Xiaoyi","Xinyuan","Renata","Ky-chun","Roberto","Ping","Ciro",0.0833333333333333
953,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,31,"Italy","treat","Female","Unknown","Male","Male","Unknown","Unknown","Male","Male","Female","Male","Male","Unknown","Female","Female","Unknown","Unknown","Male","Unknown","Unknown","Female","Female","Unknown","Male","Unknown","Jan","Choong-soo","Udo","Claus-Peter","Yeong-hui","Gontard","Luis","Engelbert","Weilie","Renato","Ciro","Longjin","Jinghua","Bettine","Sung-chul","Sucheng","Ferdinando","Shenggen","Bong-ho","Eugenia","In-jin","Jong-sei","Gerardo","Junliang",0.416666666666667
954,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,35,"Italy","control","Female","Male","Unknown","Unknown","Male","Unknown","Female","Male","Male","Unknown","Unknown","Male","Female","Male","Unknown","Male","Male","Unknown","Male","Unknown","Male","Unknown","Male","Female","Mariassunta","Ferdinando","Sucheng","Yong-pil","Ludger","Xuetao","Canfa","Baek-in","Jan","Junliang","Longjin","Renato","Ethel","Gerardo","Gernulf","Udo","Xuhua","Bong-ho","Dino","Hwa-jin","Roberto","Kil-nam","Job-Gunter","In-jin",0.375
955,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,26,"Italy","treat","Female","Female","Male","Male","Male","Female","Female","Male","Male","Male","Male","Male","Unknown","Unknown","Male","Male","Male","Unknown","Male","Unknown","Female","Male","Male","Male","Jong-sei","Choong-soo","In-jin","Sung-chul","Gernulf","Ethel","Sung-hee","Xinyuan","Kwang-je","Gerardo","Weilie","Roberto","Xuetao","Canfa","Jan","Lionello","Dino","Ditmar","Claus-Peter","Xiaoyi","Stefania","Engelbert","Junliang","Lino",0.166666666666667
956,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,24,"Italy","treat","Male","Male","Female","Unknown","Unknown","Male","Female","Unknown","Male","Male","Unknown","Male","Male","Female","Male","Male","Male","Male","Unknown","Male","Unknown","Unknown","Male","Unknown","Engelbert","Heike","Junliang","Canfa","In-ho","Ludger","Xuhua","Baek-in","Ky-chun","Udo","Xuetao","Lino","Luis","Augusta","Job-Gunter","Ferdinando","Gontard","Shenggen","Li","Roberto","Yong-pil","Kwang-je","Renato","In-jin",0.333333333333333
957,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,21,"Italy","treat","Male","Male","Female","Unknown","Male","Unknown","Unknown","Unknown","Male","Male","Unknown","Unknown","Male","Male","Male","Male","Female","Female","Unknown","Unknown","Male","Male","Female","Male","Roberto","Gerardo","Maria","Xuetao","Ferdinando","Ping","Dong","Kil-nam","Lino","Job-Gunter","Canfa","Junliang","Demetrio","Gontard","Baek-in","Kwang-je","Weilie","Heike","Ditmar","Ludger","In-jin","In-ho","Gernulf","Jong-sei",0.333333333333333
958,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,64,"Italy","control","Female","Female","Male","Male","Female","Male","Female","Female","Male","Male","Male","Female","Female","Female","Male","Male","Female","Female","Female","Female","Male","Male","Female","Male","Canfa","Udo","Gernulf","Ferdinando","Isabel","Sung-hee","Baek-in","Ludger","Weilie","Renato","Gerardo","Choong-soo","Yinhe","Eugenia","Demetrio","Luis","Bong-ho","Xinyuan","Kwang-je","Job-Gunter","Ditmar","Xuetao","In-jin","Xuhua",0
959,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,28,"Italy","control","Female","Unknown","Male","Male","Female","Male","Female","Male","Male","Female","Male","Male","Male","Female","Male","Male","Male","Female","Male","Male","Male","Unknown","Male","Male","Xinyuan","Li","Lionello","In-jin","Jinghua","Baek-in","Jong-sei","Luis","Choon-mie","Isabel","Ditmar","Dino","Claus-Peter","Mariassunta","Udo","Engelbert","Lino","Canfa","Kwang-je","Choong-soo","Junliang","Longjin","Roberto","Jan",0.0833333333333333
960,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,29,"Italy","treat","Unknown","Unknown","Male","Male","Unknown","Male","Unknown","Unknown","Female","Male","Male","Unknown","Unknown","Male","Unknown","Unknown","Unknown","Female","Unknown","Unknown","Unknown","Male","Unknown","Unknown","Jong-sei","Yong-pil","Roberto","Lino","Sung-chul","Claus-Peter","In-jin","Xuhua","Alma","Gernulf","Ferdinando","Choon-mie","Canfa","Lionello","Shenggen","Sucheng","Ditmar","Melanie","Longjin","Junliang","Baek-in","Ciro","Wedig","Ludger",0.625
961,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,49,"Italy","control","Female","Male","Male","Unknown","Unknown","Unknown","Male","Male","Male","Unknown","Unknown","Male","Unknown","Male","Male","Female","Male","Unknown","Unknown","Male","Male","Male","Male","Unknown","Mariassunta","Roberto","In-jin","Wedig","Li","Bong-ho","Xuetao","Job-Gunter","Ludger","Yeong-hui","Kil-nam","Dino","Weilie","Shenggen","Junliang","Heike","Demetrio","Jinghua","Choong-soo","Gerardo","Renato","Jan","Udo","Yong-pil",0.375
